window_type,anchor_time,window_start,window_end,trades,total_return_pct,max_drawdown_pct,profit_factor,win_rate,trailing_consec_losses,max_consec_losses_in_window,stop_exit_freq,avg_trade_return
day_180,2022-11-28T20:00:00+00:00,2022-06-01T20:00:00+00:00,2022-11-28T20:00:00+00:00,22,-0.055364882099785184,0.10730652678730822,0.6768586236269407,0.22727272727272727,7,7,1.0,-0.0023663913321118365
day_180,2022-12-05T20:00:00+00:00,2022-06-08T20:00:00+00:00,2022-12-05T20:00:00+00:00,21,-0.044280659634663766,0.1252842053725102,0.72933660666013,0.23809523809523808,9,9,1.0,-0.0019270671943339552
day_180,2022-12-12T20:00:00+00:00,2022-06-15T20:00:00+00:00,2022-12-12T20:00:00+00:00,24,-0.06772523449298096,0.1467416971912458,0.6258682000490522,0.20833333333333334,12,12,1.0,-0.002716096140728555
day_180,2022-12-19T20:00:00+00:00,2022-06-22T20:00:00+00:00,2022-12-19T20:00:00+00:00,23,-0.14390863103806806,0.1467416971912454,0.11511810529010802,0.17391304347826086,12,12,1.0,-0.0067033088558971785
day_180,2022-12-26T20:00:00+00:00,2022-06-29T20:00:00+00:00,2022-12-26T20:00:00+00:00,23,-0.14390863103806806,0.1467416971912454,0.11511810529010802,0.17391304347826086,12,12,1.0,-0.0067033088558971785
day_180,2023-01-02T20:00:00+00:00,2022-07-06T20:00:00+00:00,2023-01-02T20:00:00+00:00,22,-0.1486669104745061,0.1513659980550526,0.10191198274201568,0.13636363636363635,13,13,1.0,-0.007260839774083754
day_180,2023-01-09T20:00:00+00:00,2022-07-13T20:00:00+00:00,2023-01-09T20:00:00+00:00,22,-0.1486669104745061,0.1513659980550526,0.10191198274201568,0.13636363636363635,13,13,1.0,-0.007260839774083754
day_180,2023-01-16T20:00:00+00:00,2022-07-20T20:00:00+00:00,2023-01-16T20:00:00+00:00,20,-0.1492046724853675,0.1492046724853675,0.08524795624712998,0.1,13,13,1.0,-0.008018931221878958
day_180,2023-01-23T20:00:00+00:00,2022-07-27T20:00:00+00:00,2023-01-23T20:00:00+00:00,20,-0.1492046724853675,0.1492046724853675,0.08524795624712998,0.1,13,13,1.0,-0.008018931221878958
day_180,2023-01-30T20:00:00+00:00,2022-08-03T20:00:00+00:00,2023-01-30T20:00:00+00:00,20,-0.15290713775835862,0.15290713775835862,0.08320298656054567,0.1,14,14,1.0,-0.008234388445507255
day_180,2023-02-06T20:00:00+00:00,2022-08-10T20:00:00+00:00,2023-02-06T20:00:00+00:00,20,-0.152112509070787,0.15935135626710314,0.08363468809020566,0.1,15,15,1.0,-0.008188027177417144
day_180,2023-02-13T20:00:00+00:00,2022-08-17T20:00:00+00:00,2023-02-13T20:00:00+00:00,19,-0.16703525193121904,0.16703525193121904,0.03372568516711902,0.05263157894736842,16,16,1.0,-0.00955291338898114
day_180,2023-02-20T20:00:00+00:00,2022-08-24T20:00:00+00:00,2023-02-20T20:00:00+00:00,20,-0.16052135347080188,0.16703525193121904,0.07535750128399427,0.1,0,16,1.0,-0.008684260868670775
day_180,2023-02-27T20:00:00+00:00,2022-08-31T20:00:00+00:00,2023-02-27T20:00:00+00:00,20,-0.13447645570155464,0.1513765913316315,0.15441398594585912,0.15,0,16,1.0,-0.0071616300267121945
day_180,2023-03-06T20:00:00+00:00,2022-09-07T20:00:00+00:00,2023-03-06T20:00:00+00:00,21,-0.14443624150794687,0.1513765913316315,0.14459132265928729,0.14285714285714285,1,16,1.0,-0.007368563761047787
day_180,2023-03-13T20:00:00+00:00,2022-09-14T20:00:00+00:00,2023-03-13T20:00:00+00:00,20,-0.12595448142711174,0.13850238286391534,0.16372985676970123,0.15,1,16,1.0,-0.006679738082561779
day_180,2023-03-20T20:00:00+00:00,2022-09-21T20:00:00+00:00,2023-03-20T20:00:00+00:00,19,-0.13145674309706357,0.13850238286391536,0.12407403540412967,0.10526315789473684,1,16,1.0,-0.007364726729665231
day_180,2023-03-27T20:00:00+00:00,2022-09-28T20:00:00+00:00,2023-03-27T20:00:00+00:00,19,-0.13145674309706357,0.13850238286391536,0.12407403540412967,0.10526315789473684,1,16,1.0,-0.007364726729665231
day_180,2023-04-03T20:00:00+00:00,2022-10-05T20:00:00+00:00,2023-04-03T20:00:00+00:00,18,-0.1139525527216172,0.1139525527216172,0.14161180572894846,0.1111111111111111,2,14,1.0,-0.006674757861056858
day_180,2023-04-10T20:00:00+00:00,2022-10-12T20:00:00+00:00,2023-04-10T20:00:00+00:00,18,-0.1139525527216172,0.1139525527216172,0.14161180572894846,0.1111111111111111,2,14,1.0,-0.006674757861056858
day_180,2023-04-17T20:00:00+00:00,2022-10-19T20:00:00+00:00,2023-04-17T20:00:00+00:00,16,-0.1088372238928984,0.1088372238928984,0.14767145445281032,0.125,2,12,1.0,-0.0071501350373935155
day_180,2023-04-24T20:00:00+00:00,2022-10-26T20:00:00+00:00,2023-04-24T20:00:00+00:00,15,-0.10450092695807034,0.10450092695807034,0.1532004526692031,0.13333333333333333,3,10,1.0,-0.007303870339082831
day_180,2023-05-01T20:00:00+00:00,2022-11-02T20:00:00+00:00,2023-05-01T20:00:00+00:00,17,-0.1322883385853948,0.1322883385853948,0.12337675223180444,0.11764705882352941,5,10,1.0,-0.00828427436936678
day_180,2023-05-08T20:00:00+00:00,2022-11-09T20:00:00+00:00,2023-05-08T20:00:00+00:00,18,-0.1335707506091971,0.1335707506091971,0.12221689319487337,0.1111111111111111,7,9,1.0,-0.007908738555755655
day_180,2023-05-15T20:00:00+00:00,2022-11-16T20:00:00+00:00,2023-05-15T20:00:00+00:00,18,-0.1335707506091971,0.1335707506091971,0.12221689319487337,0.1111111111111111,7,9,1.0,-0.007908738555755655
day_180,2023-05-22T20:00:00+00:00,2022-11-23T20:00:00+00:00,2023-05-22T20:00:00+00:00,18,-0.1335707506091971,0.1335707506091971,0.12221689319487337,0.1111111111111111,7,9,1.0,-0.007908738555755655
day_180,2023-05-29T20:00:00+00:00,2022-11-30T20:00:00+00:00,2023-05-29T20:00:00+00:00,18,-0.129968003410042,0.129968003410042,0.12539172420300296,0.1111111111111111,9,9,1.0,-0.007680614155669361
day_180,2023-06-05T20:00:00+00:00,2022-12-07T20:00:00+00:00,2023-06-05T20:00:00+00:00,18,-0.129968003410042,0.129968003410042,0.12539172420300296,0.1111111111111111,9,9,1.0,-0.007680614155669361
day_180,2023-06-12T20:00:00+00:00,2022-12-14T20:00:00+00:00,2023-06-12T20:00:00+00:00,17,-0.11371060237409392,0.11371060237409392,0.1680851790494467,0.17647058823529413,1,9,1.0,-0.007046456195752076
day_180,2023-06-19T20:00:00+00:00,2022-12-21T20:00:00+00:00,2023-06-19T20:00:00+00:00,19,-0.111088530278451,0.11525131321807502,0.1983659235482699,0.21052631578947367,0,9,1.0,-0.006148583851428013
day_180,2023-06-26T20:00:00+00:00,2022-12-28T20:00:00+00:00,2023-06-26T20:00:00+00:00,19,-0.111088530278451,0.11525131321807502,0.1983659235482699,0.21052631578947367,0,9,1.0,-0.006148583851428013
day_180,2023-07-03T20:00:00+00:00,2023-01-04T20:00:00+00:00,2023-07-03T20:00:00+00:00,18,-0.10624475302246039,0.11043021942833664,0.20602786795825584,0.2222222222222222,0,9,1.0,-0.0061890841154611425
day_180,2023-07-10T20:00:00+00:00,2023-01-11T20:00:00+00:00,2023-07-10T20:00:00+00:00,19,-0.11162107784887443,0.11162107784887443,0.19755816371574758,0.21052631578947367,1,9,1.0,-0.006179944584235741
day_180,2023-07-17T20:00:00+00:00,2023-01-18T20:00:00+00:00,2023-07-17T20:00:00+00:00,21,-0.1210131057369982,0.1210131057369982,0.18422634962458842,0.19047619047619047,3,9,1.0,-0.0060956248562343785
day_180,2023-07-24T20:00:00+00:00,2023-01-25T20:00:00+00:00,2023-07-24T20:00:00+00:00,21,-0.1210131057369982,0.1210131057369982,0.18422634962458842,0.19047619047619047,3,9,1.0,-0.0060956248562343785
day_180,2023-07-31T20:00:00+00:00,2023-02-01T20:00:00+00:00,2023-07-31T20:00:00+00:00,20,-0.10843847925736072,0.10843847925736072,0.2024204373051348,0.2,3,9,1.0,-0.005695203699263117
day_180,2023-08-07T20:00:00+00:00,2023-02-08T20:00:00+00:00,2023-08-07T20:00:00+00:00,19,-0.0988605014713485,0.10765622214077163,0.21869686593275967,0.21052631578947367,3,9,1.0,-0.005435543873377829
day_180,2023-08-14T20:00:00+00:00,2023-02-15T20:00:00+00:00,2023-08-14T20:00:00+00:00,20,-0.09721077182334692,0.11483855387741532,0.2217114190186032,0.2,5,9,1.0,-0.00507390347156937
day_180,2023-08-21T20:00:00+00:00,2023-02-22T20:00:00+00:00,2023-08-21T20:00:00+00:00,18,-0.11483855387741537,0.11483855387741537,0.0696944016042275,0.1111111111111111,5,9,1.0,-0.0067388325853925506
day_180,2023-08-28T20:00:00+00:00,2023-03-01T20:00:00+00:00,2023-08-28T20:00:00+00:00,20,-0.07675121514445893,0.11483855387741537,0.3962370595441947,0.2,0,9,1.0,-0.003936116955128325
day_180,2023-09-04T20:00:00+00:00,2023-03-08T20:00:00+00:00,2023-09-04T20:00:00+00:00,19,-0.06600349464799904,0.1045342155742176,0.434591998959758,0.21052631578947367,0,8,1.0,-0.0035376368765687835
day_180,2023-09-11T20:00:00+00:00,2023-03-15T20:00:00+00:00,2023-09-11T20:00:00+00:00,21,-0.07170111881258479,0.1045342155742176,0.41334863567684565,0.19047619047619047,2,8,1.0,-0.0034916516708286523
day_180,2023-09-18T20:00:00+00:00,2023-03-22T20:00:00+00:00,2023-09-18T20:00:00+00:00,22,-0.07884712655369641,0.1045342155742176,0.38936773477527115,0.18181818181818182,3,8,1.0,-0.003682847508168462
day_180,2023-09-25T20:00:00+00:00,2023-03-29T20:00:00+00:00,2023-09-25T20:00:00+00:00,22,-0.07884712655369641,0.1045342155742176,0.38936773477527115,0.18181818181818182,3,8,1.0,-0.003682847508168462
day_180,2023-10-02T20:00:00+00:00,2023-04-05T20:00:00+00:00,2023-10-02T20:00:00+00:00,23,-0.07619879709648547,0.0963113364634337,0.39789508831941106,0.17391304347826086,5,7,1.0,-0.0033990878234490536
day_180,2023-10-09T20:00:00+00:00,2023-04-12T20:00:00+00:00,2023-10-09T20:00:00+00:00,23,-0.07619879709648547,0.0963113364634337,0.39789508831941106,0.17391304347826086,5,7,1.0,-0.0033990878234490536
day_180,2023-10-16T20:00:00+00:00,2023-04-19T20:00:00+00:00,2023-10-16T20:00:00+00:00,22,-0.06861520686082767,0.08889285237472422,0.4245159217142471,0.18181818181818182,5,6,1.0,-0.0031834884493238086
day_180,2023-10-23T20:00:00+00:00,2023-04-26T20:00:00+00:00,2023-10-23T20:00:00+00:00,20,-0.038788740557268,0.059715753030009866,0.5713384494264474,0.2,5,5,1.0,-0.0019381068346065503
day_180,2023-10-30T20:00:00+00:00,2023-05-03T20:00:00+00:00,2023-10-30T20:00:00+00:00,20,-0.038788740557268,0.059715753030009866,0.5713384494264474,0.2,5,5,1.0,-0.0019381068346065503
day_180,2023-11-06T20:00:00+00:00,2023-05-10T20:00:00+00:00,2023-11-06T20:00:00+00:00,19,0.03420244753148505,0.04333991606723897,1.4907880518459995,0.2631578947368421,0,5,1.0,0.0018918174249006412
day_180,2023-11-13T20:00:00+00:00,2023-05-17T20:00:00+00:00,2023-11-13T20:00:00+00:00,19,0.03420244753148505,0.04333991606723897,1.4907880518459995,0.2631578947368421,0,5,1.0,0.0018918174249006412
day_180,2023-11-20T20:00:00+00:00,2023-05-24T20:00:00+00:00,2023-11-20T20:00:00+00:00,20,0.019401260681106036,0.04333991606723897,1.2470909958632168,0.25,1,5,1.0,0.001081641955799182
day_180,2023-11-27T20:00:00+00:00,2023-05-31T20:00:00+00:00,2023-11-27T20:00:00+00:00,21,0.007809300539242114,0.04117460193752656,1.1038115253839484,0.23809523809523808,4,5,1.0,0.0004889743720509048
day_180,2023-12-04T20:00:00+00:00,2023-06-07T20:00:00+00:00,2023-12-04T20:00:00+00:00,20,0.0034122071017665956,0.04117460193752657,1.0595092028683402,0.2,4,5,1.0,0.0002943160573547512
day_180,2023-12-11T20:00:00+00:00,2023-06-14T20:00:00+00:00,2023-12-11T20:00:00+00:00,21,0.06761243163022534,0.041174601937526444,1.7764356649260378,0.2857142857142857,0,5,1.0,0.0032638297891654498
day_180,2023-12-18T20:00:00+00:00,2023-06-21T20:00:00+00:00,2023-12-18T20:00:00+00:00,21,0.04161488156380311,0.04117460193752644,1.4069043870147264,0.23809523809523808,2,5,1.0,0.002094929588110642
day_180,2023-12-25T20:00:00+00:00,2023-06-28T20:00:00+00:00,2023-12-25T20:00:00+00:00,21,0.04161488156380311,0.04117460193752644,1.4069043870147264,0.23809523809523808,2,5,1.0,0.002094929588110642
day_180,2024-01-01T20:00:00+00:00,2023-07-05T20:00:00+00:00,2024-01-01T20:00:00+00:00,21,0.04161488156380311,0.04117460193752644,1.4069043870147264,0.23809523809523808,2,5,1.0,0.002094929588110642
day_180,2024-01-08T20:00:00+00:00,2023-07-12T20:00:00+00:00,2024-01-08T20:00:00+00:00,21,0.04446502595149071,0.04117460193752635,1.443209891063514,0.23809523809523808,3,5,1.0,0.0022244445769521288
day_180,2024-01-15T20:00:00+00:00,2023-07-19T20:00:00+00:00,2024-01-15T20:00:00+00:00,21,0.05520233766183047,0.041174601937526464,1.5230670948403842,0.2857142857142857,0,5,1.0,0.002719308360846338
day_180,2024-01-22T20:00:00+00:00,2023-07-26T20:00:00+00:00,2024-01-22T20:00:00+00:00,21,0.05520233766183047,0.041174601937526464,1.5230670948403842,0.2857142857142857,0,5,1.0,0.002719308360846338
day_180,2024-01-29T20:00:00+00:00,2023-08-02T20:00:00+00:00,2024-01-29T20:00:00+00:00,21,0.05520233766183047,0.041174601937526464,1.5230670948403842,0.2857142857142857,0,5,1.0,0.002719308360846338
day_180,2024-02-05T20:00:00+00:00,2023-08-09T20:00:00+00:00,2024-02-05T20:00:00+00:00,19,0.06376440650426396,0.04117460193752637,1.6445423966694164,0.3157894736842105,0,5,1.0,0.003429984855263444
day_180,2024-02-12T20:00:00+00:00,2023-08-16T20:00:00+00:00,2024-02-12T20:00:00+00:00,19,0.06376440650426396,0.04117460193752637,1.6445423966694164,0.3157894736842105,0,5,1.0,0.003429984855263444
day_180,2024-02-19T20:00:00+00:00,2023-08-23T20:00:00+00:00,2024-02-19T20:00:00+00:00,17,0.019880292116905007,0.04117460193752641,1.223450244623299,0.23529411764705882,0,5,1.0,0.0013290038126768263
day_180,2024-02-26T20:00:00+00:00,2023-08-30T20:00:00+00:00,2024-02-26T20:00:00+00:00,17,0.019880292116905007,0.04117460193752641,1.223450244623299,0.23529411764705882,0,5,1.0,0.0013290038126768263
day_180,2024-03-04T20:00:00+00:00,2023-09-06T20:00:00+00:00,2024-03-04T20:00:00+00:00,16,0.023108764859736564,0.041174601937526444,1.2628630418306521,0.25,0,4,1.0,0.0016092885408077692
day_180,2024-03-11T20:00:00+00:00,2023-09-13T20:00:00+00:00,2024-03-11T20:00:00+00:00,15,0.03089518404938718,0.04117460193752663,1.3683654541364905,0.26666666666666666,1,4,1.0,0.0022200674025737157
day_180,2024-03-18T20:00:00+00:00,2023-09-20T20:00:00+00:00,2024-03-18T20:00:00+00:00,16,0.027487199863692746,0.04117460193752663,1.3200919614535385,0.25,2,4,1.0,0.0018746976048353988
day_180,2024-03-25T20:00:00+00:00,2023-09-27T20:00:00+00:00,2024-03-25T20:00:00+00:00,14,0.033949782224383274,0.04117460193752651,1.4145203748567932,0.2857142857142857,2,4,1.0,0.0025893411010354675
day_180,2024-04-01T20:00:00+00:00,2023-10-04T20:00:00+00:00,2024-04-01T20:00:00+00:00,16,0.023429923762327443,0.04117460193752651,1.2668606545032515,0.25,4,4,1.0,0.0016286071676842751
day_180,2024-04-08T20:00:00+00:00,2023-10-11T20:00:00+00:00,2024-04-08T20:00:00+00:00,16,0.023429923762327443,0.04117460193752651,1.2668606545032515,0.25,4,4,1.0,0.0016286071676842751
day_180,2024-04-15T20:00:00+00:00,2023-10-18T20:00:00+00:00,2024-04-15T20:00:00+00:00,17,0.020014577945561607,0.04437063413884176,1.2249948856740767,0.23529411764705882,5,5,1.0,0.0013365034228489433
day_180,2024-04-22T20:00:00+00:00,2023-10-25T20:00:00+00:00,2024-04-22T20:00:00+00:00,17,0.020014577945561607,0.04437063413884176,1.2249948856740767,0.23529411764705882,5,5,1.0,0.0013365034228489433
day_180,2024-04-29T20:00:00+00:00,2023-11-01T20:00:00+00:00,2024-04-29T20:00:00+00:00,18,0.011536589377971085,0.0523134763430608,1.1318361356105546,0.2222222222222222,6,6,1.0,0.0008004957489743092
day_180,2024-05-06T20:00:00+00:00,2023-11-08T20:00:00+00:00,2024-05-06T20:00:00+00:00,19,-0.04022472882470318,0.053959048309987497,0.6424731338379956,0.21052631578947367,0,7,1.0,-0.0020892853605590984
day_180,2024-05-13T20:00:00+00:00,2023-11-15T20:00:00+00:00,2024-05-13T20:00:00+00:00,20,-0.04600921369182909,0.054817859646109884,0.609394253010878,0.2,1,7,1.0,-0.0022861668888258615
day_180,2024-05-20T20:00:00+00:00,2023-11-22T20:00:00+00:00,2024-05-20T20:00:00+00:00,19,-0.018547818192154453,0.05481785964610989,0.8063963083861084,0.2631578947368421,0,7,1.0,-0.000922193014415801
day_180,2024-05-27T20:00:00+00:00,2023-11-29T20:00:00+00:00,2024-05-27T20:00:00+00:00,17,-0.0034036170913485098,0.054817859646109836,0.9698203624056546,0.29411764705882354,0,7,1.0,-0.00013359313039976395
day_180,2024-06-03T20:00:00+00:00,2023-12-06T20:00:00+00:00,2024-06-03T20:00:00+00:00,18,-0.011783915293996694,0.06122227903553411,0.8723420612490961,0.2777777777777778,1,7,1.0,-0.0005933334533154444
day_180,2024-06-10T20:00:00+00:00,2023-12-13T20:00:00+00:00,2024-06-10T20:00:00+00:00,16,-0.06122227903553423,0.06122227903553423,0.25060299909383116,0.1875,1,7,1.0,-0.003918460568554648
day_180,2024-06-17T20:00:00+00:00,2023-12-20T20:00:00+00:00,2024-06-17T20:00:00+00:00,16,-0.0563170047334971,0.0563170047334971,0.26710216299306544,0.1875,3,7,1.0,-0.0035954713230960194
day_180,2024-06-24T20:00:00+00:00,2023-12-27T20:00:00+00:00,2024-06-24T20:00:00+00:00,16,-0.0563170047334971,0.0563170047334971,0.26710216299306544,0.1875,3,7,1.0,-0.0035954713230960194
day_180,2024-07-01T20:00:00+00:00,2024-01-03T20:00:00+00:00,2024-07-01T20:00:00+00:00,16,-0.05963579301401234,0.05963579301401234,0.2556841326871689,0.1875,4,7,1.0,-0.0038145498456150064
day_180,2024-07-08T20:00:00+00:00,2024-01-10T20:00:00+00:00,2024-07-08T20:00:00+00:00,16,-0.027547516189488808,0.05925895307173246,0.5948749057482577,0.25,0,7,1.0,-0.0017124848605334841
day_180,2024-07-15T20:00:00+00:00,2024-01-17T20:00:00+00:00,2024-07-15T20:00:00+00:00,16,-0.03210577466391684,0.059258953071732345,0.5245865861052501,0.25,0,7,1.0,-0.002009597246235746
day_180,2024-07-22T20:00:00+00:00,2024-01-24T20:00:00+00:00,2024-07-22T20:00:00+00:00,16,-0.03210577466391684,0.059258953071732345,0.5245865861052501,0.25,0,7,1.0,-0.002009597246235746
day_180,2024-07-29T20:00:00+00:00,2024-01-31T20:00:00+00:00,2024-07-29T20:00:00+00:00,17,-0.03271299488668755,0.059258953071732345,0.5197652435973891,0.23529411764705882,1,7,1.0,-0.0019282893006497806
day_180,2024-08-05T20:00:00+00:00,2024-02-07T20:00:00+00:00,2024-08-05T20:00:00+00:00,17,-0.03271299488668755,0.059258953071732345,0.5197652435973891,0.23529411764705882,1,7,1.0,-0.0019282893006497806
day_180,2024-08-12T20:00:00+00:00,2024-02-14T20:00:00+00:00,2024-08-12T20:00:00+00:00,18,0.0068350174965765564,0.059258953071732345,1.1187307099053838,0.2777777777777778,0,7,1.0,0.00045025452271973927
day_180,2024-08-19T20:00:00+00:00,2024-02-21T20:00:00+00:00,2024-08-19T20:00:00+00:00,18,0.0068350174965765564,0.059258953071732345,1.1187307099053838,0.2777777777777778,0,7,1.0,0.00045025452271973927
day_180,2024-08-26T20:00:00+00:00,2024-02-28T20:00:00+00:00,2024-08-26T20:00:00+00:00,20,-0.016572472085513268,0.059258953071732345,0.8333443699337284,0.25,2,7,1.0,-0.0007635870826106319
day_180,2024-09-02T20:00:00+00:00,2024-03-06T20:00:00+00:00,2024-09-02T20:00:00+00:00,20,-0.016572472085513268,0.059258953071732345,0.8333443699337284,0.25,2,7,1.0,-0.0007635870826106319
day_180,2024-09-09T20:00:00+00:00,2024-03-13T20:00:00+00:00,2024-09-09T20:00:00+00:00,19,0.00810115115502441,0.05320400249617063,1.1134265960826621,0.3157894736842105,0,5,1.0,0.0005088142207443007
day_180,2024-09-16T20:00:00+00:00,2024-03-20T20:00:00+00:00,2024-09-16T20:00:00+00:00,19,0.00810115115502441,0.05320400249617063,1.1134265960826621,0.3157894736842105,0,5,1.0,0.0005088142207443007
day_180,2024-09-23T20:00:00+00:00,2024-03-27T20:00:00+00:00,2024-09-23T20:00:00+00:00,21,-0.015784785826913672,0.05320400249617063,0.8701206989202164,0.2857142857142857,2,5,1.0,-0.0006745290864917034
day_180,2024-09-30T20:00:00+00:00,2024-04-03T20:00:00+00:00,2024-09-30T20:00:00+00:00,19,-0.005668016218262517,0.04347186583011986,0.9598257676206405,0.3157894736842105,2,4,1.0,-0.00020905526761987538
day_180,2024-10-07T20:00:00+00:00,2024-04-10T20:00:00+00:00,2024-10-07T20:00:00+00:00,18,-0.002338664212210295,0.04026909360284825,0.993354226237257,0.3333333333333333,2,4,1.0,-3.52718661256259e-05
day_180,2024-10-14T20:00:00+00:00,2024-04-17T20:00:00+00:00,2024-10-14T20:00:00+00:00,20,-0.021727855430919263,0.04759429355610562,0.8247750202365884,0.3,4,4,1.0,-0.0010080685304712869
day_180,2024-10-21T20:00:00+00:00,2024-04-24T20:00:00+00:00,2024-10-21T20:00:00+00:00,21,-0.00346514062392822,0.04759429355610562,0.9870238657127408,0.3333333333333333,0,4,1.0,-7.109680279287185e-05
day_180,2024-10-28T20:00:00+00:00,2024-05-01T20:00:00+00:00,2024-10-28T20:00:00+00:00,20,-0.0018983042940231565,0.04759429355610543,1.0006864840504672,0.35,1,4,1.0,3.895418389114613e-06
day_180,2024-11-04T20:00:00+00:00,2024-05-08T20:00:00+00:00,2024-11-04T20:00:00+00:00,19,-0.0070123499809188194,0.04759429355610562,0.9553062112720653,0.3157894736842105,1,4,1.0,-0.00026696063402078873
day_180,2024-11-11T20:00:00+00:00,2024-05-15T20:00:00+00:00,2024-11-11T20:00:00+00:00,17,-0.002633981552837006,0.04759429355610545,0.9935582246590802,0.29411764705882354,1,4,1.0,-4.072037704523257e-05
day_180,2024-11-18T20:00:00+00:00,2024-05-22T20:00:00+00:00,2024-11-18T20:00:00+00:00,17,-0.002633981552837006,0.04759429355610545,0.9935582246590802,0.29411764705882354,1,4,1.0,-4.072037704523257e-05
day_180,2024-11-25T20:00:00+00:00,2024-05-29T20:00:00+00:00,2024-11-25T20:00:00+00:00,17,0.07984555888148681,0.0475942935561057,1.82086974683493,0.35294117647058826,0,4,1.0,0.004782924819205329
day_180,2024-12-02T20:00:00+00:00,2024-06-05T20:00:00+00:00,2024-12-02T20:00:00+00:00,18,0.06947410034569335,0.0475942935561057,1.6599176949087688,0.3333333333333333,1,4,1.0,0.003983619228569196
day_180,2024-12-09T20:00:00+00:00,2024-06-12T20:00:00+00:00,2024-12-09T20:00:00+00:00,19,0.08381375532171753,0.0475942935561057,1.7833156261476633,0.3684210526315789,0,4,1.0,0.004479646465948974
day_180,2024-12-16T20:00:00+00:00,2024-06-19T20:00:00+00:00,2024-12-16T20:00:00+00:00,17,0.10183050980951092,0.047594293556105456,2.1006056738135976,0.4117647058823529,0,4,1.0,0.00597209982336414
day_180,2024-12-23T20:00:00+00:00,2024-06-26T20:00:00+00:00,2024-12-23T20:00:00+00:00,19,0.09714895881431973,0.047594293556105456,1.9699037128879118,0.42105263157894735,1,4,1.0,0.005121476137345406
day_180,2024-12-30T20:00:00+00:00,2024-07-03T20:00:00+00:00,2024-12-30T20:00:00+00:00,19,0.09117423109840672,0.047594293556105734,1.869138593582152,0.42105263157894735,2,4,1.0,0.0048368103658246705
day_180,2025-01-06T20:00:00+00:00,2024-07-10T20:00:00+00:00,2025-01-06T20:00:00+00:00,17,0.06056257148163646,0.04759429355610561,1.5978766140717882,0.35294117647058826,2,4,1.0,0.0037186582811332375
day_180,2025-01-13T20:00:00+00:00,2024-07-17T20:00:00+00:00,2025-01-13T20:00:00+00:00,17,0.06056257148163646,0.04759429355610561,1.5978766140717882,0.35294117647058826,2,4,1.0,0.0037186582811332375
day_180,2025-01-20T20:00:00+00:00,2024-07-24T20:00:00+00:00,2025-01-20T20:00:00+00:00,17,0.06056257148163646,0.04759429355610561,1.5978766140717882,0.35294117647058826,2,4,1.0,0.0037186582811332375
day_180,2025-01-27T20:00:00+00:00,2024-07-31T20:00:00+00:00,2025-01-27T20:00:00+00:00,17,0.057421974032819234,0.047594293556105706,1.5543720536656196,0.35294117647058826,3,4,1.0,0.0035445760234389732
day_180,2025-02-03T20:00:00+00:00,2024-08-07T20:00:00+00:00,2025-02-03T20:00:00+00:00,18,0.049738700000376834,0.047594293556105706,1.4569766008369631,0.3333333333333333,4,4,1.0,0.002943986051424334
day_180,2025-02-10T20:00:00+00:00,2024-08-14T20:00:00+00:00,2025-02-10T20:00:00+00:00,17,0.00850545087279797,0.04759429355610567,1.1043987566825837,0.29411764705882354,4,4,1.0,0.000712132317978614
day_180,2025-02-17T20:00:00+00:00,2024-08-21T20:00:00+00:00,2025-02-17T20:00:00+00:00,18,0.025114209662450593,0.04605432578462654,1.234204584125764,0.3333333333333333,0,5,1.0,0.0016002738177032115
day_180,2025-02-24T20:00:00+00:00,2024-08-28T20:00:00+00:00,2025-02-24T20:00:00+00:00,18,0.02250594435933162,0.046054325784626225,1.2095490460761578,0.3333333333333333,1,5,1.0,0.0014609934484298174
day_180,2025-03-03T20:00:00+00:00,2024-09-04T20:00:00+00:00,2025-03-03T20:00:00+00:00,19,0.04692661651276264,0.046054325784626225,1.3998568888817533,0.3684210526315789,0,5,1.0,0.002641107430276781
day_180,2025-03-10T20:00:00+00:00,2024-09-11T20:00:00+00:00,2025-03-10T20:00:00+00:00,19,0.012419168742502595,0.0460543257846267,1.1181869435031488,0.3157894736842105,1,5,1.0,0.0008741811611963622
day_180,2025-03-17T20:00:00+00:00,2024-09-18T20:00:00+00:00,2025-03-17T20:00:00+00:00,19,0.014242869770474176,0.04605432578462647,1.1325574495350303,0.3157894736842105,2,5,1.0,0.0009680332109373462
day_180,2025-03-24T20:00:00+00:00,2024-09-25T20:00:00+00:00,2025-03-24T20:00:00+00:00,19,0.04719488179929021,0.04605432578462634,1.4035090564125177,0.3684210526315789,0,5,1.0,0.002654462970148718
day_180,2025-03-31T20:00:00+00:00,2024-10-02T20:00:00+00:00,2025-03-31T20:00:00+00:00,19,0.04719488179929021,0.04605432578462634,1.4035090564125177,0.3684210526315789,0,5,1.0,0.002654462970148718
day_180,2025-04-07T20:00:00+00:00,2024-10-09T20:00:00+00:00,2025-04-07T20:00:00+00:00,20,0.05524442651854189,0.04605432578462636,1.489554283042822,0.4,1,5,1.0,0.0029031370748815555
day_180,2025-04-14T20:00:00+00:00,2024-10-16T20:00:00+00:00,2025-04-14T20:00:00+00:00,21,0.10091971105404718,0.04605432578462663,1.9413355184663277,0.47619047619047616,0,5,1.0,0.004795114690654586
day_180,2025-04-21T20:00:00+00:00,2024-10-23T20:00:00+00:00,2025-04-21T20:00:00+00:00,20,0.08074401672764653,0.04605432578462675,1.766820904270701,0.45,0,5,1.0,0.004101453537648544
