_tf,asset,direction,entry_ts,exit_ts,entry_price,exit_price,gross_return_pct,net_return_pct,exit_reason,bars
1h,BTCUSDT,short,2023-08-07T15:00:00+00:00,2023-08-07T18:00:00+00:00,28844.01078,29174.498791081995,-0.01145776894907935,-0.0033644422372698375,stop,3
1h,ETHUSDT,short,2023-08-07T15:00:00+00:00,2023-08-08T00:00:00+00:00,1817.2709100000002,1810.8902408549047,0.003511127102725401,0.0003777817756813502,stop,9
1h,ETHUSDT,long,2023-08-13T18:00:00+00:00,2023-08-13T21:00:00+00:00,1855.1671199999998,1860.8278393122216,0.0030513258084380952,0.0002628314521095238,stop,3
1h,BTCUSDT,long,2023-08-13T18:00:00+00:00,2023-08-13T22:00:00+00:00,29436.831059999997,29430.078189974447,-0.0002294020715676106,-0.0005573505178919026,stop,4
1h,BTCUSDT,long,2023-08-14T03:00:00+00:00,2023-08-14T18:00:00+00:00,29414.609955,29696.68791212533,0.009589722847145253,0.0018974307117863133,stop,15
1h,ETHUSDT,short,2023-08-21T15:00:00+00:00,2023-08-23T06:00:00+00:00,1656.861155,1654.089716201603,0.0016727043120260473,-8.18239219934882e-05,stop,39
1h,ETHUSDT,short,2023-08-24T14:00:00+00:00,2023-08-25T14:00:00+00:00,1645.1969900000001,1673.8389211629485,-0.017409423514048835,-0.004852355878512208,stop,24
1h,BTCUSDT,short,2023-08-24T14:00:00+00:00,2023-08-27T14:00:00+00:00,26102.991975,26040.51476475435,0.00239348846697302,9.837211674325504e-05,stop,72
1h,BTCUSDT,short,2023-08-28T00:00:00+00:00,2023-08-28T12:00:00+00:00,26010.498245,25880.34484590278,0.005003879505546944,0.000750969876386736,stop,12
1h,ETHUSDT,short,2023-08-28T05:00:00+00:00,2023-08-28T12:00:00+00:00,1642.0585600000002,1628.8717519826703,0.008030656359374841,0.0015076640898437103,stop,7
1h,BTCUSDT,short,2023-09-04T21:00:00+00:00,2023-09-06T17:00:00+00:00,25664.871145,25599.506973868938,0.0025468341828708955,0.00013670854571772386,stop,44
1h,BTCUSDT,short,2023-09-08T10:00:00+00:00,2023-09-10T20:00:00+00:00,25818.294395,25912.189657557494,-0.003636772480821848,-0.001409193120205462,stop,58
1h,BTCUSDT,short,2023-09-11T11:00:00+00:00,2023-09-12T03:00:00+00:00,25588.469365,25011.21095835982,0.02255931757410061,0.005139829393525152,stop,16
1h,ETHUSDT,short,2023-09-08T10:00:00+00:00,2023-09-12T03:00:00+00:00,1625.8166850000002,1537.7280958030476,0.054181132479245414,0.013045283119811353,stop,89
1h,BTCUSDT,long,2023-09-15T22:00:00+00:00,2023-09-17T20:00:00+00:00,26789.698155,26410.742336823114,-0.014145579990648624,-0.0040363949976621565,stop,46
1h,ETHUSDT,long,2023-09-18T07:00:00+00:00,2023-09-19T00:00:00+00:00,1634.8270049999999,1658.9089740500497,0.014730591662846794,0.0031826479157116986,stop,17
1h,BTCUSDT,long,2023-09-19T09:00:00+00:00,2023-09-20T19:00:00+00:00,27302.604479999998,26796.0467099596,-0.018553459630983864,-0.005138364907745966,stop,34
1h,BTCUSDT,short,2023-09-24T19:00:00+00:00,2023-09-25T16:00:00+00:00,26435.945415,26392.259445952008,0.0016525215331698593,-8.686961670753519e-05,stop,21
1h,ETHUSDT,short,2023-09-27T14:00:00+00:00,2023-09-28T07:00:00+00:00,1593.8826600000002,1620.9141030138521,-0.016959493752100867,-0.004739873438025217,stop,17
1h,BTCUSDT,short,2023-09-27T14:00:00+00:00,2023-09-28T14:00:00+00:00,26179.813545,26328.518530217723,-0.005680139201989203,-0.0019200348004973008,stop,24
1h,ETHUSDT,long,2023-09-28T10:00:00+00:00,2023-09-30T21:00:00+00:00,1632.805995,1667.4190460893535,0.021198508086904457,0.004799627021726115,stop,59
1h,BTCUSDT,long,2023-10-04T23:00:00+00:00,2023-10-05T15:00:00+00:00,27792.459284999997,28197.371992738343,0.014569157179871553,0.003142289294967888,stop,16
1h,BTCUSDT,long,2023-10-06T15:00:00+00:00,2023-10-08T06:00:00+00:00,27955.090559999997,27877.87409,-0.0027621613256543056,-0.0011905403314135764,end,39
1h,ETHUSDT,short,2023-10-08T09:00:00+00:00,2023-10-08T14:00:00+00:00,1623.82768,1635.6944284462868,-0.007307886540206466,-0.0023269716350516165,stop,5
1h,ETHUSDT,short,2023-10-09T08:00:00+00:00,2023-10-13T20:00:00+00:00,1613.702745,1531.246176592156,0.051097743164490984,0.012274435791122746,stop,108
1h,ETHUSDT,long,2023-10-26T07:00:00+00:00,2023-10-26T14:00:00+00:00,1850.2646699999998,1787.381356294298,-0.03398611816205828,-0.00899652954051457,stop,7
1h,BTCUSDT,long,2023-10-29T12:00:00+00:00,2023-10-30T02:00:00+00:00,34437.199994999995,34173.56065317457,-0.007655655566181373,-0.0024139138915453434,stop,14
1h,ETHUSDT,long,2023-10-29T12:00:00+00:00,2023-10-30T17:00:00+00:00,1799.569335,1785.221990801958,-0.007972654300670116,-0.002493163575167529,stop,29
1h,BTCUSDT,long,2023-11-01T12:00:00+00:00,2023-11-01T14:00:00+00:00,34808.005305,34103.67332773713,-0.02023476987811461,-0.0055586924695286526,stop,2
1h,BTCUSDT,long,2023-11-04T22:00:00+00:00,2023-11-05T21:00:00+00:00,35177.579999999994,35313.49598240558,0.0038637104202614947,0.00046592760506537366,stop,23
1h,ETHUSDT,long,2023-11-03T20:00:00+00:00,2023-11-07T06:00:00+00:00,1828.863975,1892.883085,0.03500485048375451,0.008251212620938628,end,82
1h,BTCUSDT,long,2023-11-07T18:00:00+00:00,2023-11-09T16:00:00+00:00,35394.698505,37945.03025622159,0.07205406060631699,0.017513515151579246,stop,46
1h,ETHUSDT,long,2023-11-07T20:00:00+00:00,2023-11-11T01:00:00+00:00,1902.080565,2042.4142679636388,0.07377905307793252,0.01794476326948313,stop,77
1h,BTCUSDT,long,2023-11-10T16:00:00+00:00,2023-11-11T22:00:00+00:00,37396.14872999999,36686.703951391915,-0.018971065275471707,-0.005242766318867926,stop,30
1h,ETHUSDT,long,2023-11-13T15:00:00+00:00,2023-11-14T00:00:00+00:00,2106.2926199999997,2107.2072164946057,0.00043422100325548804,-0.00039144474918612797,stop,9
1h,ETHUSDT,long,2023-11-15T18:00:00+00:00,2023-11-16T14:00:00+00:00,2039.1390599999997,2015.2507864240288,-0.011714882052218142,-0.0034287205130545356,stop,20
1h,BTCUSDT,long,2023-11-19T18:00:00+00:00,2023-11-20T14:00:00+00:00,36854.407994999994,36711.981420222255,-0.0038645736704565137,-0.0014661434176141284,stop,20
1h,BTCUSDT,long,2023-11-22T18:00:00+00:00,2023-11-23T15:00:00+00:00,37216.588995,36925.506530938546,-0.00782130958053567,-0.0024553273951339175,stop,21
1h,ETHUSDT,long,2023-11-22T10:00:00+00:00,2023-11-24T22:00:00+00:00,2026.17258,2123.875305522077,0.048220337441382655,0.011555084360345663,stop,60
1h,BTCUSDT,long,2023-11-28T15:00:00+00:00,2023-11-29T15:00:00+00:00,37531.946595,37575.78677200848,0.001168076291953436,-0.00020798092701164103,stop,24
1h,ETHUSDT,long,2023-12-01T01:00:00+00:00,2023-12-04T15:00:00+00:00,2089.5642599999996,2201.514456380597,0.053575857188808064,0.012893964297202016,stop,86
1h,ETHUSDT,long,2023-12-05T17:00:00+00:00,2023-12-06T22:00:00+00:00,2293.00593,2228.849551456296,-0.02797915945368,-0.00749478986342,stop,29
1h,ETHUSDT,long,2023-12-10T20:00:00+00:00,2023-12-11T01:00:00+00:00,2377.3880999999997,2327.406564601313,-0.021023717330244253,-0.005755929332561064,stop,5
1h,ETHUSDT,short,2023-12-17T23:00:00+00:00,2023-12-18T21:00:00+00:00,2195.42174,2144.1438483189822,0.023356738592293428,0.005339184648073357,stop,22
1h,ETHUSDT,short,2023-12-19T14:00:00+00:00,2023-12-20T06:00:00+00:00,2186.716095,2223.4045270948805,-0.016777867130886154,-0.004694466782721538,stop,16
1h,ETHUSDT,short,2023-12-20T20:00:00+00:00,2023-12-21T11:00:00+00:00,2182.4582250000003,2195.7433397709497,-0.006087225230141277,-0.0020218063075353194,stop,15
1h,BTCUSDT,long,2023-12-20T13:00:00+00:00,2023-12-22T06:00:00+00:00,43791.32472,43853.012525,0.001408676384978778,-0.0001478309037553055,end,41
1h,BTCUSDT,long,2023-12-25T14:00:00+00:00,2023-12-26T05:00:00+00:00,43695.927045,43740.690078101354,0.0010244211790096144,-0.0002438947052475964,stop,15
1h,BTCUSDT,short,2023-12-28T14:00:00+00:00,2023-12-30T15:00:00+00:00,42642.668000000005,42438.07638538009,0.004797814588428567,0.0006994536471071418,stop,49
1h,ETHUSDT,long,2024-01-01T18:00:00+00:00,2024-01-02T14:00:00+00:00,2328.06345,2361.7147598707434,0.014454636049865075,0.003113659012466269,stop,20
1h,BTCUSDT,long,2024-01-04T20:00:00+00:00,2024-01-05T01:00:00+00:00,44135.73684,43019.09945366534,-0.025300073506933207,-0.006825018376733301,stop,5
1h,BTCUSDT,long,2024-01-08T11:00:00+00:00,2024-01-09T12:00:00+00:00,44658.307994999996,45625.35414493354,0.021654339211459043,0.004913584802864761,stop,25
1h,BTCUSDT,long,2024-01-10T22:00:00+00:00,2024-01-11T16:00:00+00:00,46926.141345,48939.99413093343,0.04291537143716191,0.010228842859290477,stop,18
1h,ETHUSDT,long,2024-01-09T22:00:00+00:00,2024-01-12T17:00:00+00:00,2342.07045,2583.9267939615675,0.10326604136163678,0.025316510340409194,stop,67
1h,ETHUSDT,long,2024-01-16T15:00:00+00:00,2024-01-17T08:00:00+00:00,2560.71972,2537.1712594476303,-0.009196032025078387,-0.002799008006269597,stop,17
1h,BTCUSDT,short,2024-01-18T16:00:00+00:00,2024-01-19T18:00:00+00:00,41928.015505,40132.170928254665,0.042831614020252866,0.010207903505063216,stop,26
1h,BTCUSDT,short,2024-01-22T01:00:00+00:00,2024-01-23T23:00:00+00:00,41342.68831500001,38573.84300131481,0.06697303505250288,0.01624325876312572,stop,46
1h,BTCUSDT,long,2024-01-29T15:00:00+00:00,2024-01-30T23:00:00+00:00,42663.070875,42814.72747347557,0.003554751108280893,0.00038868777707022325,stop,32
1h,BTCUSDT,long,2024-01-31T15:00:00+00:00,2024-01-31T20:00:00+00:00,43382.780549999996,44095.53501081526,0.016429432410257704,0.003607358102564426,stop,5
1h,ETHUSDT,long,2024-01-31T16:00:00+00:00,2024-01-31T20:00:00+00:00,2347.082955,2285.934850976713,-0.026052809038139446,-0.007013202259534862,stop,4
1h,BTCUSDT,long,2024-02-01T17:00:00+00:00,2024-02-04T06:00:00+00:00,42945.462,43160.30547590131,0.0050027049633628515,0.0007506762408407129,stop,61
1h,BTCUSDT,long,2024-02-05T10:00:00+00:00,2024-02-05T15:00:00+00:00,43164.911669999994,43668.10882675901,0.011657550943368244,0.002414387735842061,stop,5
1h,ETHUSDT,long,2024-02-06T08:00:00+00:00,2024-02-12T06:00:00+00:00,2337.8683499999997,2489.809429339711,0.06499128975321107,0.015747822438302767,stop,142
1h,BTCUSDT,long,2024-02-06T15:00:00+00:00,2024-02-13T13:00:00+00:00,43266.512445,49203.598740137364,0.1372212817634547,0.03380532044086367,stop,166
1h,ETHUSDT,long,2024-02-12T14:00:00+00:00,2024-02-13T13:00:00+00:00,2529.4640999999997,2613.62181291253,0.033270965542673774,0.007817741385668443,stop,23
1h,ETHUSDT,long,2024-02-14T08:00:00+00:00,2024-02-16T15:00:00+00:00,2708.563605,2769.9642503072696,0.022669080096152948,0.0051672700240382365,stop,55
1h,BTCUSDT,long,2024-02-14T08:00:00+00:00,2024-02-17T13:00:00+00:00,50783.379,52076.65595413665,0.025466540029497654,0.005866635007374414,stop,77
1h,ETHUSDT,long,2024-02-18T05:00:00+00:00,2024-02-20T06:00:00+00:00,2804.291445,2929.3346,0.04458992849083142,0.010647482122707854,end,49
1h,BTCUSDT,long,2024-02-20T13:00:00+00:00,2024-02-20T15:00:00+00:00,52866.550064999996,51565.48585135615,-0.024610348359107505,-0.006652587089776877,stop,2
1h,ETHUSDT,long,2024-02-22T08:00:00+00:00,2024-02-23T08:00:00+00:00,3022.280385,2919.88133382398,-0.03388138694352802,-0.008970346735882005,stop,24
1h,BTCUSDT,long,2024-02-24T17:00:00+00:00,2024-02-26T09:00:00+00:00,51559.756994999996,51653.48755811353,0.0018179015685163315,-4.552460787091714e-05,stop,40
1h,ETHUSDT,long,2024-02-24T17:00:00+00:00,2024-02-26T09:00:00+00:00,2995.306905,3137.2498026671406,0.04738843202684789,0.011347108006711973,stop,40
1h,ETHUSDT,long,2024-02-26T15:00:00+00:00,2024-02-28T17:00:00+00:00,3147.1728,3259.0701464374965,0.03555487847298906,0.008388719618247265,stop,50
1h,ETHUSDT,long,2024-03-03T16:00:00+00:00,2024-03-05T17:00:00+00:00,3482.26026,3647.155524077632,0.04735294083895727,0.011338235209739317,stop,49
1h,ETHUSDT,long,2024-03-06T05:00:00+00:00,2024-03-06T06:00:00+00:00,3771.32472,3746.6057600000004,-0.006554450182693284,-0.002138612545673321,end,1
1h,BTCUSDT,long,2024-03-06T11:00:00+00:00,2024-03-08T16:00:00+00:00,67334.96065499999,66483.61801740526,-0.012643396971102474,-0.0036608492427756185,stop,53
1h,ETHUSDT,long,2024-03-11T07:00:00+00:00,2024-03-12T08:00:00+00:00,4003.4006999999997,3967.610876320606,-0.008939855478217188,-0.002734963869554297,stop,25
1h,BTCUSDT,long,2024-03-11T07:00:00+00:00,2024-03-12T16:00:00+00:00,71055.499995,73413.29444286467,0.03318243412586752,0.00779560853146688,stop,33
1h,ETHUSDT,long,2024-03-13T08:00:00+00:00,2024-03-13T13:00:00+00:00,4065.7818749999997,3957.500358735473,-0.026632396816547506,-0.007158099204136877,stop,5
1h,BTCUSDT,long,2024-03-13T07:00:00+00:00,2024-03-14T13:00:00+00:00,72891.58758,71776.56145440006,-0.01529704815903737,-0.004324262039759342,stop,30
1h,ETHUSDT,short,2024-03-18T14:00:00+00:00,2024-03-20T12:00:00+00:00,3511.6433,3119.0775127240845,0.1117897672795855,0.027447441819896376,stop,46
1h,BTCUSDT,short,2024-03-19T01:00:00+00:00,2024-03-20T17:00:00+00:00,65818.68419500001,64774.03483468115,0.015871623279856077,0.0034679058199640193,stop,40
1h,BTCUSDT,short,2024-03-22T10:00:00+00:00,2024-03-23T14:00:00+00:00,64624.041815000004,65418.11402245577,-0.012287566440504652,-0.003571891610126163,stop,28
1h,ETHUSDT,short,2024-03-22T13:00:00+00:00,2024-03-23T16:00:00+00:00,3338.679825,3432.387582095816,-0.028067308639221147,-0.007516827159805287,stop,27
1h,BTCUSDT,long,2024-03-28T14:00:00+00:00,2024-03-29T15:00:00+00:00,71573.738985,71073.26539949962,-0.006992419183316218,-0.0022481047958290545,stop,25
1h,ETHUSDT,long,2024-03-28T14:00:00+00:00,2024-03-29T15:00:00+00:00,3609.18369,3602.5084197146825,-0.0018495235650688954,-0.0009623808912672239,stop,25
1h,BTCUSDT,long,2024-03-31T11:00:00+00:00,2024-04-01T05:00:00+00:00,70405.17499500001,71017.48460913585,0.008696940447620856,0.0016742351119052139,stop,18
1h,ETHUSDT,long,2024-03-31T05:00:00+00:00,2024-04-01T05:00:00+00:00,3606.0020999999997,3634.519519154254,0.007908320173816367,0.0014770800434540919,stop,24
1h,BTCUSDT,short,2024-04-05T05:00:00+00:00,2024-04-05T06:00:00+00:00,66854.59598,67174.13028,-0.004779541261390468,-0.001694885315347617,end,1
1h,ETHUSDT,short,2024-04-05T01:00:00+00:00,2024-04-05T06:00:00+00:00,3298.0201650000004,3289.8340949999997,0.0024821164184727334,0.00012052910461818334,end,5
1h,ETHUSDT,long,2024-04-11T02:00:00+00:00,2024-04-11T13:00:00+00:00,3568.3432799999996,3502.6221786969,-0.01841781917996961,-0.005104454794992403,stop,11
1h,BTCUSDT,long,2024-04-10T19:00:00+00:00,2024-04-12T13:00:00+00:00,70119.031995,69694.19792527336,-0.006058755485342884,-0.002014688871335721,stop,42
1h,BTCUSDT,short,2024-04-29T02:00:00+00:00,2024-04-29T22:00:00+00:00,62674.97683500001,62062.579039138465,0.009771009528631495,0.0019427523821578738,stop,20
1h,BTCUSDT,short,2024-04-30T08:00:00+00:00,2024-05-01T18:00:00+00:00,61888.36034000001,59302.38059987651,0.04178458963715853,0.009946147409289632,stop,34
1h,BTCUSDT,short,2024-05-10T14:00:00+00:00,2024-05-12T15:00:00+00:00,61033.338065,61530.57664792596,-0.008146999634796369,-0.002536749908699092,stop,49
1h,ETHUSDT,short,2024-05-10T14:00:00+00:00,2024-05-12T16:00:00+00:00,2934.3121100000003,2951.4250865535364,-0.0058320232858719645,-0.0019580058214679914,stop,50
1h,ETHUSDT,short,2024-05-14T10:00:00+00:00,2024-05-15T12:00:00+00:00,2902.46804,2863.849356111268,0.013305463955679591,0.0028263659889198977,stop,26
1h,BTCUSDT,long,2024-05-15T12:00:00+00:00,2024-05-16T17:00:00+00:00,63789.43878,66636.63748333343,0.04463432752799381,0.010658581881998452,stop,29
1h,ETHUSDT,short,2024-05-16T14:00:00+00:00,2024-05-17T07:00:00+00:00,2939.7993650000003,2930.428444611202,0.0031876054197318895,0.00029690135493297236,stop,17
1h,BTCUSDT,long,2024-05-17T14:00:00+00:00,2024-05-19T16:00:00+00:00,66840.06333,66613.69322812183,-0.0033867427797090346,-0.0013466856949272588,stop,50
1h,ETHUSDT,long,2024-05-20T04:00:00+00:00,2024-05-20T06:00:00+00:00,3125.1618,3067.804531897568,-0.018353375528406896,-0.005088343882101724,stop,2
1h,BTCUSDT,long,2024-05-20T15:00:00+00:00,2024-05-21T15:00:00+00:00,67453.699995,69770.07290028836,0.03434019046338538,0.008085047615846344,stop,24
1h,ETHUSDT,long,2024-05-23T10:00:00+00:00,2024-05-23T12:00:00+00:00,3830.1341099999995,3740.938809331818,-0.02328777481584882,-0.0063219437039622045,stop,2
1h,BTCUSDT,long,2024-05-24T17:00:00+00:00,2024-05-26T21:00:00+00:00,68953.47951,69205.81291838887,0.0036594731720865138,0.00041486829302162843,stop,52
1h,BTCUSDT,long,2024-05-27T14:00:00+00:00,2024-05-27T19:00:00+00:00,69534.75,69090.77305641351,-0.0063849649791864835,-0.002096241244796621,stop,5
1h,ETHUSDT,long,2024-05-26T09:00:00+00:00,2024-05-27T19:00:00+00:00,3801.8999999999996,3857.934565781375,0.014738569078980374,0.0031846422697450936,stop,34
1h,BTCUSDT,short,2024-05-31T14:00:00+00:00,2024-06-02T11:00:00+00:00,67468.00912,67380.58162570886,0.0012958362849516281,-0.00017604092876209298,stop,45
1h,ETHUSDT,long,2024-06-03T06:00:00+00:00,2024-06-03T14:00:00+00:00,3828.21315,3867.3435147988775,0.010221574208551451,0.0020553935521378628,stop,8
1h,ETHUSDT,long,2024-06-04T16:00:00+00:00,2024-06-06T19:00:00+00:00,3820.6093499999997,3872.0450240987907,0.013462688641221843,0.002865672160305461,stop,51
1h,BTCUSDT,long,2024-06-09T12:00:00+00:00,2024-06-10T09:00:00+00:00,69747.80647499999,69170.17741328965,-0.008281680685074719,-0.0025704201712686797,stop,21
1h,ETHUSDT,short,2024-06-10T06:00:00+00:00,2024-06-10T15:00:00+00:00,3670.054055,3704.4764555783377,-0.009379262556485043,-0.002844815639121261,stop,9
1h,BTCUSDT,short,2024-06-11T01:00:00+00:00,2024-06-12T10:00:00+00:00,68689.64799499999,68077.54093837022,0.008911198040705164,0.0017277995101762909,stop,33
1h,ETHUSDT,short,2024-06-13T02:00:00+00:00,2024-06-14T21:00:00+00:00,3510.6038200000003,3357.016455737504,0.043749557665124415,0.010437389416281103,stop,43
1h,BTCUSDT,short,2024-06-12T19:00:00+00:00,2024-06-16T10:00:00+00:00,67499.15354,66067.86185235788,0.02120458720706681,0.004801146801766703,stop,87
1h,BTCUSDT,short,2024-06-17T06:00:00+00:00,2024-06-17T17:00:00+00:00,66099.3338,64867.9045497919,0.01862997975038734,0.004157494937596835,stop,11
1h,ETHUSDT,short,2024-06-17T06:00:00+00:00,2024-06-19T00:00:00+00:00,3549.994115,3382.7001000568225,0.04712515275343701,0.011281288188359252,stop,42
1h,BTCUSDT,short,2024-06-18T01:00:00+00:00,2024-06-19T06:00:00+00:00,65101.423005000004,65632.789995,-0.00816214094059333,-0.0025405352351483327,end,29
1h,BTCUSDT,short,2024-06-26T23:00:00+00:00,2024-06-27T12:00:00+00:00,60834.557505000004,61672.86383807206,-0.013780100775832119,-0.00394502519395803,stop,13
1h,BTCUSDT,short,2024-06-28T17:00:00+00:00,2024-06-30T07:00:00+00:00,60796.216685,60757.24729843852,0.0006409837435015497,-0.0003397540641246126,stop,38
1h,ETHUSDT,short,2024-06-28T16:00:00+00:00,2024-06-30T14:00:00+00:00,3396.071115,3403.585353321797,-0.002212626905428248,-0.0010531567263570621,stop,46
1h,BTCUSDT,short,2024-07-07T13:00:00+00:00,2024-07-08T08:00:00+00:00,56843.564000000006,54680.24836439891,0.038057353961850365,0.009014338490462591,stop,19
1h,ETHUSDT,short,2024-07-07T07:00:00+00:00,2024-07-08T08:00:00+00:00,3002.9177900000004,2861.981270519079,0.04693319276013931,0.011233298190034827,stop,25
1h,BTCUSDT,short,2024-07-10T19:00:00+00:00,2024-07-11T11:00:00+00:00,57363.333985000005,57400.63324221525,-0.0006502281967257488,-0.0006625570491814372,stop,16
1h,BTCUSDT,short,2024-07-11T15:00:00+00:00,2024-07-12T16:00:00+00:00,57373.30899500001,58332.49130801598,-0.016718267253847372,-0.004679566813461843,stop,25
1h,ETHUSDT,short,2024-07-12T05:00:00+00:00,2024-07-12T16:00:00+00:00,3081.17864,3143.9615766765523,-0.020376272852700373,-0.005594068213175093,stop,11
1h,BTCUSDT,long,2024-07-16T15:00:00+00:00,2024-07-17T16:00:00+00:00,64910.67911999999,64104.93216075612,-0.0124131648315417,-0.003603291207885425,stop,25
1h,ETHUSDT,long,2024-07-17T01:00:00+00:00,2024-07-17T16:00:00+00:00,3484.08117,3503.2013983751854,0.005487882584315748,0.000871970646078937,stop,15
1h,ETHUSDT,long,2024-07-19T14:00:00+00:00,2024-07-21T17:00:00+00:00,3469.744005,3465.7349030420296,-0.0011554460364203195,-0.0007888615091050799,stop,51
1h,BTCUSDT,long,2024-07-19T13:00:00+00:00,2024-07-21T18:00:00+00:00,65168.46795,66341.95691418581,0.018007005551920603,0.004001751387980151,stop,53
1h,ETHUSDT,long,2024-07-21T22:00:00+00:00,2024-07-22T14:00:00+00:00,3535.2567449999997,3537.323667644958,0.0005846598405848287,-0.00035383503985379284,stop,16
1h,ETHUSDT,long,2024-07-23T08:00:00+00:00,2024-07-23T16:00:00+00:00,3523.2307349999996,3564.8008318417187,0.011798857346684415,0.0024497143366711037,stop,8
1h,BTCUSDT,long,2024-07-29T02:00:00+00:00,2024-07-29T14:00:00+00:00,69593.77949999999,70203.13331497616,0.008755866104041289,0.0016889665260103222,stop,12
1h,ETHUSDT,short,2024-07-29T15:00:00+00:00,2024-07-31T13:00:00+00:00,3307.0156650000004,3346.947565693824,-0.0120749052133152,-0.0035187263033288,stop,46
1h,BTCUSDT,short,2024-08-02T14:00:00+00:00,2024-08-03T06:00:00+00:00,63126.371025,61858.80394499999,0.020079834456157984,0.004519958614039496,end,16
1h,ETHUSDT,short,2024-08-02T14:00:00+00:00,2024-08-03T06:00:00+00:00,3036.890795,2991.7151099999996,0.014875636975283518,0.0032189092438208796,end,16
1h,BTCUSDT,short,2024-08-07T17:00:00+00:00,2024-08-08T01:00:00+00:00,55542.804705,57022.7079999513,-0.02664437460101968,-0.00716109365025492,stop,8
1h,ETHUSDT,short,2024-08-07T14:00:00+00:00,2024-08-08T12:00:00+00:00,2389.0148950000003,2368.4933754658196,0.00858995043401799,0.0016474876085044977,stop,22
1h,ETHUSDT,short,2024-08-09T15:00:00+00:00,2024-08-11T03:00:00+00:00,2556.54109,2660.1808953699096,-0.04053907280242833,-0.010634768200607082,stop,36
1h,ETHUSDT,short,2024-08-11T14:00:00+00:00,2024-08-12T10:00:00+00:00,2614.1822549999997,2508.3513161751744,0.04048338199159927,0.009620845497899816,stop,20
1h,ETHUSDT,short,2024-08-18T23:00:00+00:00,2024-08-20T00:00:00+00:00,2610.843925,2573.50094139922,0.01430303176808239,0.0030757579420205975,stop,25
1h,ETHUSDT,short,2024-08-20T14:00:00+00:00,2024-08-21T17:00:00+00:00,2584.117295,2555.3582693257763,0.011129148715450907,0.0022822871788627267,stop,27
1h,BTCUSDT,long,2024-08-21T18:00:00+00:00,2024-08-26T06:00:00+00:00,60801.66563999999,64537.25904813845,0.061438997909308846,0.014859749477327211,stop,108
1h,ETHUSDT,short,2024-08-30T05:00:00+00:00,2024-08-30T18:00:00+00:00,2509.934405,2407.2804055850415,0.04089907656967571,0.009724769142418927,stop,13
1h,ETHUSDT,short,2024-09-01T04:00:00+00:00,2024-09-01T19:00:00+00:00,2485.1568,2511.8216248729777,-0.010729634795268263,-0.0031824086988170657,stop,15
1h,BTCUSDT,short,2024-08-29T18:00:00+00:00,2024-09-02T06:00:00+00:00,59131.4195,57716.844,0.023922569624766174,0.005480642406191543,end,84
1h,ETHUSDT,short,2024-09-03T13:00:00+00:00,2024-09-04T14:00:00+00:00,2463.86745,2449.877758013728,0.005677940177452399,0.0009194850443630998,stop,25
1h,BTCUSDT,short,2024-09-03T13:00:00+00:00,2024-09-04T15:00:00+00:00,58369.790505000004,56251.02734538622,0.036298968032655386,0.008574742008163846,stop,26
1h,BTCUSDT,short,2024-09-05T09:00:00+00:00,2024-09-08T22:00:00+00:00,56768.601500000004,54796.83422658467,0.034733412860546355,0.008183353215136588,stop,85
1h,ETHUSDT,short,2024-09-05T09:00:00+00:00,2024-09-08T22:00:00+00:00,2391.013895,2305.8022729866557,0.03563827972373384,0.00840956993093346,stop,85
1h,ETHUSDT,short,2024-09-11T05:00:00+00:00,2024-09-12T01:00:00+00:00,2325.246795,2374.753592790475,-0.02129098635763308,-0.005822746589408271,stop,20
1h,BTCUSDT,long,2024-09-11T17:00:00+00:00,2024-09-15T17:00:00+00:00,57722.846999999994,59680.95018044837,0.03392249832113062,0.007980624580282654,stop,96
1h,BTCUSDT,long,2024-09-17T10:00:00+00:00,2024-09-18T10:00:00+00:00,59265.617999999995,59324.92639762586,0.0010007218287315257,-0.0002498195428171186,stop,24
1h,ETHUSDT,short,2024-09-18T09:00:00+00:00,2024-09-18T18:00:00+00:00,2294.202325,2352.535394536168,-0.02542629693140418,-0.006856574232851045,stop,9
1h,BTCUSDT,long,2024-09-22T22:00:00+00:00,2024-09-24T02:00:00+00:00,63913.450755,62717.380535578704,-0.018713904589601964,-0.005178476147400491,stop,28
1h,ETHUSDT,long,2024-09-23T01:00:00+00:00,2024-09-24T14:00:00+00:00,2615.307,2602.889786332877,-0.004747899067728081,-0.0016869747669320202,stop,37
1h,ETHUSDT,long,2024-09-26T07:00:00+00:00,2024-09-29T07:00:00+00:00,2631.1149,2683.528844436651,0.019920811682017776,0.004480202920504444,stop,72
1h,BTCUSDT,long,2024-09-26T10:00:00+00:00,2024-09-30T00:00:00+00:00,64424.18599499999,65357.00443875763,0.014479320605308562,0.0031198301513271406,stop,86
1h,ETHUSDT,short,2024-10-07T10:00:00+00:00,2024-10-07T14:00:00+00:00,2447.905435,2501.6252040296145,-0.021945197825672676,-0.005986299456418169,stop,4
1h,BTCUSDT,long,2024-10-13T21:00:00+00:00,2024-10-15T14:00:00+00:00,62926.557555,65136.067902068186,0.035112525345709515,0.008278131336427378,stop,41
1h,ETHUSDT,long,2024-10-14T03:00:00+00:00,2024-10-15T14:00:00+00:00,2522.370555,2731.5498532438855,0.08292964641108633,0.02023241160277158,stop,35
1h,ETHUSDT,long,2024-10-18T18:00:00+00:00,2024-10-21T12:00:00+00:00,2664.83175,2747.89415584998,0.031169849972697235,0.007292462493174308,stop,66
